isbn,name,image,rating,review_count,min_age,max_age,language,categories,price,order,type,author,Description
1474972152,The Bewitching of Aveline Jones: The second spellbinding adventure in the Aveline Jones series,https://m.media-amazon.com/images/I/51ooaoiTUlL._SY300_.jpg,4.7 out of 5 stars,330,8,12,English,Aveline Jones,646,2,Paperback,Phil Hickes,"Turn on your torches and join Aveline Jones!Aveline is thrilled when she discovers that the holiday cottage her mum has rented for the summer is beside a stone circle. Thousands of years old, the local villagers refer to the ancient structure as the Witch Stones, and Aveline cannot wait to learn more about them.Then Aveline meets Hazel. Impossibly cool, mysterious yet friendly, Aveline soon falls under Hazel's spell. In fact, Hazel is quite unlike anyone Aveline has ever met before, but she can't work out why. Will Aveline discover the truth about Hazel, before it's too late?Join the world of Aveline Jones, where mysteries are solved, spirits are laid to rest, and everybody gets to bed on time. Perfect for adventurers aged 9+ and fans of Michelle Harrison, Piers Torday and Jamie Littler."
1474972160,The Vanishing of Aveline Jones,https://m.media-amazon.com/images/I/51e+tiR4xpL._SY300_.jpg,4.8 out of 5 stars,126,8,12,English,Aveline Jones,646,3,Paperback,Phil Hickes,"Turn on your torches and join Aveline Jones!Aveline is determined to discover the truth behind her uncle's mysterious disappearance when she travels to his home with Mum and Aunt Lilian. After years of hoping Aveline's uncle would return, they have finally decided to sell his house - but Aveline and Harold have other plans. Sneaking into her uncle's study, Aveline discovers he had been researching possible supernatural activity around an ancient burial mound - and linked this with the unexplained disappearances of other local villagers. Dark, magical forces are at work, and they'll do anything to remain hidden, as Aveline and Harold soon learn...Join the world of Aveline Jones, where mysteries are solved, spirits are laid to rest, and everybody gets to bed on time. Perfect for adventurers aged 9+ and fans of Michelle Harrison and Jennifer Killick."
1515827496,"Gabi's If/Then Garden (Code Play) (1 August, 2018)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51-1PGu31HL._SY300_.jpg,4.8 out of 5 stars,34,4,6,English,Code Play,660,null,Paperback,Caroline Karanja,"Gabi's garden needs some help. Where to begin? Gabi and her best friend Adi use if/then statements to decide what to plant, what to water, and what to pick! These scientific thinkers find ways every day to use computer coding concepts to make work and play more fun!"
1515827488,"Adi's Perfect Patterns and Loops (Code Play) (1 August, 2018)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/517wEgJ4ynL._SY300_.jpg,4.7 out of 5 stars,25,4,6,English,Code Play,631,null,Paperback,Caroline Karanja,Best friends Adi and Gabi love to play with Adi's toy train. Round and round it goes-choo choo! Watching it loop the track gives the girls an idea. These scientific thinkers use their computer coding knowledge to put the train to work!
151582750X,"ADI Sorts with Variables (Code Play) (1 August, 2018)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51m+dRwyZRL._SY300_.jpg,4.9 out of 5 stars,21,4,6,English,Code Play,660,null,Paperback,Caroline Karanja,It's time to clean Adi's room! If only a computer could do it for her! That gives Adi and her best friend Gabi an idea-think like a coder! These scientific thinkers put on their computer coding caps and make cleaning up a snap by sorting with variables!
151582747X,"Gabi's Fabulous Functions (Code Play) (1 August, 2018)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51i1+mCcqKL._SY300_.jpg,4.8 out of 5 stars,13,4,6,English,Code Play,624,null,Paperback,Caroline Karanja,Computer coding in the kitchen? Yes! Best friends Gabi and Adi are baking a special birthday treat--and making a recipe is a lot like creating a function in a computer code. These scientifically minded junior programmers are always on the lookout for ways to work coding concepts into their day with Code Play!
7554486,"Parent Agency (30 June, 2015)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51UbXu+WeTL._SY300_.jpg,4.5 out of 5 stars,"3,883",8,12,English,David Baddiel,319,null,Paperback,David Baddiel,"Barry said, a third time, ""I wish I had better parents!"" And then suddenly the entire room started to shake. Barry Bennett hates being called Barry. In fact it's number 2 on the list of things he blames his parents for, along with 1) 'being boring' and 3) 'always being tired'. But there is a world, not far from this one, where parents don't have children. That's far too random for something so big and important. In this world, children are allowed to choose their parents. For Barry Bennett, this world seems like a dream come true. Only things turn out to be not quite that simple."
8365385,"The Taylor Turbochaser (15 November, 2019)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51oA2CR+dvL._SY300_.jpg,4.7 out of 5 stars,"1,527",8,12,English,David Baddiel,259,null,Paperback,David Baddiel,"It's the latest brilliant blockbuster from best-selling Baddiel! A non-stop thrill-ride adventure that will have readers young and old racing to the finishing line. The Taylor turbochaser is a road-trip rollercoaster... with a twist. At its heart is the unforgettable Amy Taylor. Amy loves cars, and dreams of being a driver. But there's a major catch: her slow old wheelchair with its broken wheel. When Amy finally gets a new electric one, it's exciting... at first. But standard engines only have so much power. And that's where Rahul comes in - amy's best friend and genius inventor. Soon Rahul turns a wheelchair into... a super car! And so the Taylor turbochaser is born. But when it all goes suddenly wrong Amy is going to have to hit the road - and drive...."
7554540,"The Person Controller (30 April, 2016)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/516QqjdKd1L._SY300_.jpg,4.7 out of 5 stars,"2,924",8,12,English,David Baddiel,316,null,Paperback,David Baddiel,"From the author of THE PARENT AGENCY comes a thrilling, funny and touching new adventure. Fred and Ellie are twins. But not identical (because that's impossible for a boy and a girl).They do like all the same things, though. Especially video games. Which they are very good at. They aren't that good, however, at much else - like, for example, football, or dealing with the school bullies. Then, they meet the Mystery Man, who sends them a video game controller, which doesn't look like any other controller they've ever seen. And it doesn't control any of their usual games. When the twins find out what it does control, though, it seems like the answer to all their problems. And the key to all their wildest dreams. At least it seems like that..."
8185166,"ANIMALCOLM (30 June, 2017)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51p1opBT36L._SY300_.jpg,4.7 out of 5 stars,"1,880",8,12,English,David Baddiel,299.92,null,Paperback,David Baddiel,"From David Baddiel, the brightest new star of children's books and winner of the LOLLIES award, comes a laugh-out-loud adventure for every child who ever wondered what it might be like to be a bit of an animal...Malcolm doesn't like animals.Which is a problem because his family love them. Their house is full of pets. What the house is NOT full of is stuff Malcolm likes. Such as the laptop he wanted for his birthday.The only bright spot on the horizon is the Year Six school trip, which Malcolm never thought his parents would pay for. and yet there he is, on the bus, heading to... oh no. A farm.Over the next days, Malcolm changes. He learns a lot about animals. More, in many ways, than he would like. He learns what it's really like to be an animal. A whole series of animals, in fact...It does make him think differently. and speak differently. and eat differently. And, um, smell differently. But will he end up the same as before?Because sometimes the hardest thing to become is... yourself."
8334226,"Future Friend (31 October, 2020)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51ISlS0fs-L._SY300_.jpg,4.8 out of 5 stars,"2,240",8,12,English,David Baddiel,324,null,Paperback,David Baddiel,"From million-copy bestselling author David Baddiel comes a laugh-out-loud and inspiring new adventure for all readers of 8 and up that is ahead of its time - 1,001 years ahead, to be precise...The year is 3020. Pipat256X#YY. 3_7 is lonely and bored: she goes to virtual school on her G-Glasses, she only has a talking cat and parrot to hang out with, and she can't even leave her LivingSpace due to the extreme heat and floods outside. Until the day that Pip explores a glowing ring in a lab and finds herself in a warehouse, in 2019. Where she meets boy-inventor Rahul - who is also lonely and bored. Together, Rahul and Pip are no longer lonely. But they have a whole load of new problems, including hiding talking animals from Rahul's parents, and finding a way back to the future. Plus - just maybe - saving the world...Future Friend is a terrifically entertaining time-slip adventure that combines action, laugh-out-loud humour and the importance of friendship, in a story that asks the question - what would happen if your best friend came from the future?"
8200483,"Birthday Boy (30 September, 2017)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51U6QiK7IML._SY300_.jpg,4.6 out of 5 stars,"2,112",8,12,English,David Baddiel,null,null,Paperback,David Baddiel,"A hilarious rollercoaster ride of pure entertainment for 9+ readers everywhere, Birthday Boy is the new Baddiel Blockbuster: featuring David's inimitable and award-winning combination of wish-fulfilment, heart and hilarity, all brought to life by regular collaborator Jim Field's witty, stylish illustrations.What if it was every day?This is the story of Sam Green, who really, really, really loves birthdays. He loves the special breakfasts in bed. The presents. The themed parties. Blowing out the candles on his cake. Everything.He is so excited about his 11th birthday, in fact, that he wishes it was his birthday every day.So, at first, it's quite exciting when his birthday happens again the next morning. And again. And again. And again...But it's not long before things start to go wrong. Soon, disaster strikes, threatening something Sam loves even more than birthdays.Sometimes you have to be careful what you wish for..."
8200564,"Head Kid (2 May, 2019)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51ElNI1tFiL._SY300_.jpg,4.7 out of 5 stars,"1,709",8,12,English,David Baddiel,259,null,Paperback,David Baddiel,"From the million-copy bestselling author of THE PARENT AGENCY and BIRTHDAY BOY comes a wildly entertaining wish-fulfilment adventure that asks the question: what would happen if the strictest head teacher swapped bodies with the naughtiest kid in school?Strictest head / naughtiest boy = chaos. Bracket Wood is about to be visited by the school inspectors. But there's one big problem: Ryan Ward. The maestro of practical jokes, Ryan has played so many tricks that in the end the Head Teacher just walks out. And then the new Head Teacher, Mr Carter, arrives. A man so strict even the teachers are scared of him. So imagine his surprise - and Ryan's - when they swap bodies. Now Ryan is Head Teacher - and his mortal enemy is one of his pupils. It's every naughty kid's dream!But soon Bracket Wood School is in a total mess - and only its worst ever pupil can fix it..."
8334315,"Virtually Christmas: A funny illustrated children's book from million-copy bestseller David Baddiel - fantastic festive fun for kids! (27 October, 2022)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51dG1Sp8bwL._SY300_.jpg,4.6 out of 5 stars,210,8,12,English,David Baddiel,364,null,Paperback,David Baddiel,The HILARIOUS new novel and the year's most perfect festive gift - from million-copy bestselling author David Baddiel
8334277,"The Boy Who Got Accidentally Famous (25 November, 2021)",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51oGAWLHoSL._SY300_.jpg,4.6 out of 5 stars,727,8,12,English,David Baddiel,265,null,Paperback,David Baddiel,"From million-copy bestselling author David Baddiel comes a laugh-out-loud story for readers of 8 and up that takes you on a roller-coaster ride of fame and friendship...Nothing extraordinary has ever happened to Billy Smith. In fact, every single thing about him is ordinary, including his name. But when a documentary crew turns up at Billy's school to film the new TV series School Daze, everything changes.Billy shouldn't stand out: all the other kids are much more interesting than him. But when remixes of his boring class presentation go viral, Billy finds himself accidentally an overnight star. With his friends Bo and Rinor by his side, his life turns into a whirlwind of red carpets, TV shows, albums and even the possibility of meeting Sunshine De Marto - the coolest girl on the planet. But as everyone knows, fame comes with a price...The Boy Who Got Accidentally Famous is an epically entertaining tale, brought to life with illustrations by the brilliant Steven Lenton, which asks the question - what if everyone suddenly knew your name...?"
8324859,The Fowl Twins,https://m.media-amazon.com/images/I/51t6lNaTw5L._SY300_.jpg,4.5 out of 5 stars,"2,346",8,12,English,Fowl Twins,258,1,Paperback,Eoin Colfer,"Criminal genius runs in the family... Myles and Beckett Fowl are twins but the two boys are wildly different. Beckett is blonde, messy and sulks whenever he has to wear clothes. Myles is impeccably neat, has an IQ of 170, and 3D prints a fresh suit every day - just like his older brother, Artemis Fowl. A week after their eleventh birthday the twins are left in the care of house security system, nanni, for a single night. In that time, they befriend a troll on the run from a nefarious nobleman and an interrogating nun both of whom need the magical creature for their own gain... Prepare for an epic adventure in which the Fowl twins and their new troll friend escape, get shot at, kidnapped, buried, arrested, threatened, killed (temporarily)... and discover that the strongest bond in the world is not the one forged by Covalent electrons in adjacent Atoms, but the one that exists between a pair of twins. The first book in the blockbusting new series from global bestseller Eoin Colfer."
8324905,Deny All Charges: Book 2 (The Fowl Twins),https://m.media-amazon.com/images/I/51Mxl3RpFpL._SY300_.jpg,4.7 out of 5 stars,"1,336",8,12,English,Fowl Twins,260,2,Paperback,Eoin Colfer,"The second book in the blockbusting new series from the bestselling author of Artemis Fowl.The second Fowl Twins adventure starts with a bang - literally.Artemis's little brothers Myles and Beckett borrow the Fowl jet without permission, and it ends up as a fireball over Florida. The twins plus their fairy minder, the pixie-elf hybrid Lazuli Heitz, are lucky to escape with their lives.The Fowl parents and fairy police force decide that enough is enough and the twins are placed under house arrest. But Myles has questions, like: who was tracking the Fowl jet? Why would someone want to blow them out of the sky? These questions must infuriate someone, because Myles is abducted and spirited away from his twin.Now Beckett and Lazuli must collaborate to find Myles and rescue him - not easy when it was Myles who was the brains of the operation. Their chase will take them across continents, deep underground, and into subaquatic super villain lairs. They will be shot at, covered in spit, and at the receiving end of some quite nasty dwarf sarcasm. But will Beckett be able to come up with a genius plan without a genius on hand...?"
8475253,The Fowl Twins (3) : Get What They Deserve: Book 3,https://m.media-amazon.com/images/I/51F34px+KgL._SY300_.jpg,4.7 out of 5 stars,675,8,12,English,Fowl Twins,327,3,Paperback,Eoin Colfer,"Twins Myles and Beckett, Artemis Fowl's younger brothers, return in their third and most outrageous adventure yet. For almost two years, Lord Teddy Bleedham-Drye has been plotting revenge against the Fowl Twins,who humiliated him in book one. Teddy plans to give them exactly what they deserve: permanent death. He threatens Myles with his weaponized jet and Beckett and Specialist Lazuli succeed in disarming the aircraft and causing an accident that kills Lord Teddy. But does it really? Clones, fairy magic and criminal masterminds come together in this ultimate and ridiculous showdown between the twins and their worst enemy."
241355222,Frostheart 1,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51HKd6p-urL._SY300_.jpg,4.7 out of 5 stars,517,8,12,English,Frostheart Trilogy,null,1,Paperback,Jamie Littler,"The number one bestseller! Shortlisted for the Branford Boase Award 2020.Set off on a magical and hilarious adventure on the Frostheart! Bursting with brilliant characters, heart-stopping adventure and tons of laughs, this magical tale is perfect for fans of Nevermoor, Frozen and How to Train Your Dragon!Way out in the furthest part of the known world, a tiny stronghold exists all on its own, cut off from the rest of human-kin by monsters that lurk beneath the Snow Sea. There, a boy called Ash waits for the return of his parents, singing a forbidden lullaby to remind him of them... and doing his best to avoid his very, VERY grumpy yeti guardian, Tobu.But life is about to get a whole lot more crazy-adventurous for Ash. When a brave rescue attempt reveals he has amazing magical powers, he's whisked aboard the Frostheart, a sleigh packed full of daring explorers who could use his help. But can they help him find his family . . . ?'A feast for the eyes and the imagination!' Laura Ellen Anderson, bestselling author of Amelia Fang'A rip-roaring action adventure, full of humour, heart and unforgettable characters, all enhanced by Littler's wonderfully detailed black and white line drawings . . . expect big things.' The Bookseller"
451481372,Escape from Aurora,https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/518X7QXreXL._SY300_.jpg,4.9 out of 5 stars,34,8,12,English,Frostheart Trilogy,"1,994.00",2,Hardcover,Jamie Littler,"Nevermoor meets How to Train Your Dragon in the thrilling sequel to Voyage of the Frostheart!Ash and his ragtag crew of misfits aboard the Frostheart sleigh have just pulled into Aurora: the most dazzling city Ash has ever seen. Icy skyscrapers, wondrous new foods, and bustling city folk who barely have the time of day for a smalltown kid like him. That is, until he masters the art of songweaving--the ability control the giant monsters that lurk in the snow beyond city limits. But the real reason Ash came to Aurora is to find his long lost parents. The only token they left him before their disappearance was a lullaby; a map disguised as a song that has led him from landmark to landmark, all in the hopes of finding them at the end of it. With the help of his best friend Lunah, the fast-talking ship's navigator, and his yeti guardian, Tobu, Ash is one step closer to finding the family he's always longed for.He might find, though, that getting what you wished for is more complicated than he imagined, and Ash's world is about to expand in ways he never thought possible."
451481402,"Rise of the World Eater (Frostheart Trilogy, 3)",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51-ibukpKoL._SY300_.jpg,4.9 out of 5 stars,241,8,12,English,Frostheart Trilogy,"1,171.00",3,Hardcover,Jamie Littler,"Nevermoor meets How to Train Your Dragon in the thrilling conclusion to the Frostheart trilogy!After escaping the towering city of Aurora and fighting for the safety of Solstice--the secret sanctuary of misunderstood Song Weavers--Ash has the battle of a lifetime ahead of him. A battle for his freedom. For the freedom of Song Weavers in every Stronghold. And even for the leviathans, the giant beasts that lurk under the snow, but who may be just as poorly understood as the Song Weavers who can communicate with them. But a battle is the last thing Ash wants ever since he's come face to face with the person he has been tirelessly searching for: his mother. And yet the two of them are up against a common enemy, the largest, most ferocious ancient leviathan called the Devourer, known by local legend as the World Eater for the way it consumes anything and everything in its path. In a fight that will take the pathfinders, yeti, Song Weavers, and even leviathans working together, how can Ash get them all on the same side when he and his mother can't even agree on how to defeat this beast? If Ash and his ragtag crew of friends aboard the Frostheart can't stop the Devourer, Ash's family reunion will be short-lived."
590453653,GB #01 WELCOME TO DEAD HOUSE R.L. Stine,https://m.media-amazon.com/images/I/51J0MsiCg2L._SY300_.jpg,4.5 out of 5 stars,"1,672",8,12,English,Goosebumps,243,1,Paperback,R. L. Stine,"Amanda and Josh think the old house they have just moved into is weird, spooky, possibly haunted but their parents do not believe them. You'll get used to it, they say. Go out and make some new friends. So Amanda and Josh do but these new friends are not exactly what their parents had in their mind because they wanted to be friends, forever."
590453661,GB #02 STAY OUT OF THE BASEMENT,https://m.media-amazon.com/images/I/51sfd6kXWSL._SY300_.jpg,4.5 out of 5 stars,794,8,12,English,Goosebumps,200,2,Paperback,R. L. Stine,"Stay Out of the Basement (Goosebumps) is a book about two siblings, Margaret and Casey Brewer, who are worried about their father, Dr. Brewer, who is doing experiments on plants in the basement of their house. They feel that their father is developing plant-like tendencies and that the basement is full of horrors.The story starts with Margaret and Casey playing Frisbee. Dr. Brewer repeatedly tells his children to stay away from the basement, but the children's curiosity is aroused when they notice occurrences like thousands of bugs crawling in their father's bed and their father scarfing down plant food and trying to make them eat it as well.Stay Out of the Basement (Goosebumps) takes you on a roller coaster ride through the adventures of Margaret and Casey Brewer. The reprint edition was published by Scholastic Incorporated in 1992 and is available as a paperback. Key Features: This is the second book in the bestselling Goosebumps series."
059045367X,GB #03 MONSTER BLOOD,https://m.media-amazon.com/images/I/51N3b96nfTS._SY300_.jpg,4.6 out of 5 stars,678,8,12,English,Goosebumps,195,3,Paperback,R. L. Stine,"While staying with his great weird Aunt Kathryn, Evan visits a funky old toy store and buys a dusty old can of monster blood. It's fun to play with at first and Evan's dog Trigger is so much, he eats some, but Evan notices something about the green-slimy stuff, it seems to be growing and all that growing has given the monster blood a monstrous appetite."
590453688,GB #04 SAY CHEESE AND DIE,https://m.media-amazon.com/images/I/51qUoY2af2L._SY300_.jpg,4.5 out of 5 stars,804,8,12,English,Goosebumps,191,4,Paperback,R. L. Stine,"Say Cheese And Die (Goosebumps #04) is part of the Goosebumps series of children's horror novels by R L Stine. The book is the fourth in the series. All of the books in the series have been highly popular among children.Say Cheese And Die follows the events in the lives of four friends, Michael, Greg, Doug (aka Bird) and Shari, over their summer. The gang, bored with the uneventful day, decides to search for some adventure. They venture into the Coffman House, an old and apparently uninhabited house with eerie stories that revolve around it. The friends enter the house and start looking around. They find a mysterious camera hidden in between the wall panels. Curious and intrigued by the hidden camera, Greg starts clicking pictures. He captures one of his Michael leaning off a railing. The next moment, Michael slips and falls down and hurts himself. Looking through his pictures, Greg is shocked to see that the picture he took of Michael shows him falling rather than him standing on the railing, which is what he was actually doing at the time. Puzzled by the strange camera and its pictures, the gang is startled by the sound of steps behind them and scamper away with the camera. The following days turn even weirder when the camera takes shockingly strange pictures. Convinced that the camera is evil, the gang decide to place it back where they found it and forget about it. But when they go to the old house again, they are confronted by its elusive resident, the strange man that the children referred to in their stories as Spidey. Spidey turns out to be a mad scientist and now has the gang in his clutches.The young adventure seekers must now escape from the mad scientist and save the world from the evil camera. Say Cheese And Die (Goosebumps #04) was published by Scholastic Incorporated in a reprint edition in 1992. The book is in paperback."
059045370X,GB #06 LETS GET INVISIBLE R.L. Stine,https://m.media-amazon.com/images/I/51u5zMri-3L._SY300_.jpg,4.6 out of 5 stars,255,8,12,English,Goosebumps,192,6,Paperback,R. L. Stine,"On Max's birthday, he finds a sort of magic mirror in the attic. It can make him become invisible. Staying invisible a little too long means having a harder and harder time coming back. Getting invisible is turning into a very dangerous game. The next time Max gets invisible, will it be forever?"
590466178,GB #07 NIGHT OF THE LIVING DUMMY R.L. Stine,https://m.media-amazon.com/images/I/51KnOthHR7L._SY300_.jpg,4.5 out of 5 stars,"2,648",8,12,English,Goosebumps,219,7,Paperback,R. L. Stine,"Lindy Games the ventriloquist's dummy she finds sloppy. Slap kind of ugly, he's a lot of fun. Lindy's having a great time learning to make Sloppy move and talk but Kris is jealous of all the attention her sister is getting. It's no fair. Why does Lindy always have all the luck? Kris decides to get a dummy of her own. She'll show Kris. Then weird things begin to happen. No way a dummy can be causing all the trouble or is there?"
590466186,GB#08 GIRL WHO CRIED MONSTER,https://m.media-amazon.com/images/I/51LfVYS0IyL._SY300_.jpg,4.4 out of 5 stars,236,8,12,English,Goosebumps,171,8,Paperback,R. L. Stine,"Lucy likes to tell Monster stories. She's told so many that her family and friends are sick of it. Then one day, Lucy discovers a real monster, the librarian in charge of the summer reading program. Too bad Lucy's told so many monster tall tales. Too bad no one believes a word she says. Too bad the monster knows who she is and is coming after her next!"
B00BG6TWH4,GB #09 WELCOME TO CAMP NIGHTMARE,https://m.media-amazon.com/images/I/51Ony7MK-nL._SY300_.jpg,4.5 out of 5 stars,595,8,12,English,Goosebumps,170,9,Paperback,R. L. Stine,Book
590494457,The Ghost Next Door (Goosebumps) [Paperback] R.L. Stine,https://m.media-amazon.com/images/I/51L27kEMsPL._SY300_.jpg,4.5 out of 5 stars,453,8,12,English,Goosebumps,171,10,Paperback,R. L. Stine,"Hannah's neighborhood has just gotten a title, weird. Ever since the new boy moved in next door but when did he moved in? Wasn't the house empty when Hannah went to sleep the night before? Why does it still look so deserted? She's not getting any answers from her new neighbor. He just keeps disappearing in the oddest ways and he's so pale! Is Hannah being haunted by the ghost next door?"
439671132,The Haunted Mask - II: 2 (Goosebumps - 36) R.L. Stine,https://m.media-amazon.com/images/I/51LFbfdJc1L._SY300_.jpg,4.7 out of 5 stars,758,8,12,English,Goosebumps,195,11,Paperback,R. L. Stine,"Just call him Prune Face! Steve Boswell will never forget Carly Beth's Halloween mask. It was so gross. So terrifying, but this year Steve wants to have the scariest costume on the block. So he gets a mask from the same store where Carly Beth got hers. It looks like a creepy old man. With stringy hair. A wrinkled face and Spiders crawling out of the ears! Steve's definitely got the scariest mask around. Too bad he's starting to feel so old and so tired and so evil."
545035244,Be Careful What You Wish For (Classic Goosebumps #7),https://m.media-amazon.com/images/I/51VTnuYWC+L._SY300_.jpg,4.6 out of 5 stars,307,8,12,English,Goosebumps,734,12,Paperback,R. L. Stine,Discover the bone-chilling adventures that made Goosebumps one of the bestselling children's book series of all time. Now with all-new bonus materials!Samantha Byrd is a klutz. An accident waiting to happen. And that makes her the least popular member of the girls' basketball team.But all of that is about to change. Sam's met someone who can grant her three wishes.Too bad Sam wasn't more careful when she asked for. BEcause her wishes are coming true. And they're turning her life into a living nightmare!Now with all-new bonus materials including an author interview and more!
B006U1MTVG,Piano Lessons Can Murder,https://m.media-amazon.com/images/I/41FqkAHwg6L._SY300_.jpg,4.4 out of 5 stars,75,8,12,English,Goosebumps,240,13,Paperback,R. L. Stine,null
1407157523,The Werewolf of Fever Swamp (Goosebumps),https://m.media-amazon.com/images/I/51kLlqDjYNL._SY300_.jpg,4.6 out of 5 stars,129,8,12,English,Goosebumps,null,14,Paperback,R. L. Stine,"They're baa-ack! Make way for the bestselling children's series of all time! With a fresh new look, GOOSEBUMPS is set to scare a whole new generation of kids. So reader beware--you're in for a scare! There is something weird happening in Fever Swamp. Something really horrible. It started with the strange howling at night. Then there was the dead rabbit. Everyone thinks Grady's new dog is responsible. After all, he looks just like a wolf. And he seems a little on the wild side. But Grady knows his dog is just a regular old dog. And most dogs don't howl at the moon. Or disappear at midnight. Or change into terrifying creatures when the moon is full. Or do they?"
545177960,You Can't Scare Me! (Classic Goosebumps #17): Volume 17,https://m.media-amazon.com/images/I/51VCnmRgPRL._SY300_.jpg,4.5 out of 5 stars,203,8,12,English,Goosebumps,739,15,Paperback,R. L. Stine,"Goosebumps now on Disney+!Courtney is a total show-off. She thinks she's so brave; and she's always making Eddie and his friends look like wimps. But now Eddie's decided he's had enough. He's going to scare Courtney once and for all. And he's come up with the perfect plan to do it.Eddie's going to lure Courtney down to Muddy Creek. Because he knows that she actually believes those silly rumors about the monsters. That there are Mud Monsters living deep inside the creek. It's just too bad that Eddie doesn't believe the rumors, too. Because they just might be true...."
590477382,GB #16 ONE DAY AT HORRORLAND,https://m.media-amazon.com/images/I/51+zS57tduL._SY300_.jpg,4.5 out of 5 stars,648,8,12,English,Goosebumps,189,16,Paperback,R. L. Stine,"The Morris family got lost trying to find Zoo Gardens Theme Park but that's okay. They found another amusement park instead, it's called Horrorland. There are no crowds, no lines and the admission is free. It seems like a pretty cool place but that was before the heart-stopping ride on the deadly doom side and that terrifying experience in the house of the mirrors because there's something weird about the rides in Horrorland. Something a little too creepy, a little too real."
590477390,GB #17 WHY I M AFRAID OF BEES,https://m.media-amazon.com/images/I/41wWU8JcLqS._SY300_.jpg,4.4 out of 5 stars,81,8,12,English,Goosebumps,192,17,Paperback,R. L. Stine,"Gary Lutz needs a vacation, from himself, butterflies are constantly beating him up. His only friend is a computer. Even his little sister doesn't like him, but now Gary's dream is about to come true. He's going to exchange bodies with another kid for a whole week. Gary can't wait to get a new body. Until something horrible happens and Gary finds out his new body is isn't exactly human!"
590477404,Monster Blood II (Goosebumps) [Paperback] R.L. Stine,https://m.media-amazon.com/images/I/51aN6dxzreL._SY300_.jpg,4.3 out of 5 stars,106,8,12,English,Goosebumps,197,18,Paperback,R. L. Stine,"Evan Ross can't stop thinking about Monster Blood and what happened last summer. It was so horrible, so terrifying. Too bad Evan's science teacher doesn't believe him. Then Evan's friend Andy comes to town and things go from bad to worse because Andy's got a present for Evan. It's green and slimy and its starting to grow."
B01BITFQVY,Deep Trouble,https://m.media-amazon.com/images/G/01/kcp/sugarland/icons/no-book-cover-121168._V290254891_.png,4.6 out of 5 stars,924,8,12,English,Goosebumps,173,19,Paperback,R. L. Stine,null
590477420,GB # 20 THE SCARECROW WALKS AT MIDNIGHT,https://m.media-amazon.com/images/I/51ZiYG4K++L._SY300_.jpg,4.6 out of 5 stars,698,8,12,English,Goosebumps,192,20,Paperback,R. L. Stine,"Jodie loves visiting her grandparents' farm. Grandpa tells great scary stories and grandma's chocolate chip pancakes are the best, but this summer, the farm has really changed. The cornfields are sparse. Grandma and grandpa seem worn out and the single scarecrow has been replaced by the twelve evil-looking ones. One night Jodie sees something really odd. The scarecrows seems to be moving, twitching on their stakes, coming alive."
590477439,GB #21 GO EAT WORMS! R.L. Stine,https://m.media-amazon.com/images/I/51VUw+U4LjL._SY300_.jpg,4.4 out of 5 stars,98,8,12,English,Goosebumps,192,21,Paperback,R. L. Stine,"Obsessed with worms? That's putting it mildly. Todd is so fascinated with them that he has a worm farm in his basement! One day after cutting a worm in half, Todd notices something strange, the rest of the worms seem to be staring at him. Suddenly, worms start showing up in the worst places for Todd, in his bed, in his homework and even in his spaghetti! What's a worm lover to do when his own worms are starting to gross him out?"
B0C3P65H3T,Scariest. Book. Ever.,https://m.media-amazon.com/images/I/51yFQDiMlOL._SY300_.jpg,4.4 out of 5 stars,89,8,12,English,Goosebumps House of Shivers,0,1,Paperback,null,"From the delightfully twisted mind of R.L. Stine comes a fresh new vision for the fan-favorite brand. This new series will feature an ALL NEW line-up of incredible villains, with iconic monsters as you've never seen them before, whose antics are destined to make them every bit as beloved as Slappy. This exciting new Goosebumps series will have the same humor and terrifying tone that millions of fans love, but will be bigger, bolder, funnier, and scarier!"
product,Goblin Monday (Goosebumps House of Shivers #2),https://m.media-amazon.com/images/I/514aOBys07L._SY300_.jpg,null,#VALUE!,8,12,English,Goosebumps House of Shivers,null,2,Paperback,R. L. Stine,"Goosebumps now on Disney+!Mario Galagos is joining his best friends Todd and Jewel on their annual holiday visit to snowy Vermont. Everything looks picture perfect at first. But then Mario finds a small statue of a strange, ugly creature in the garden and brings it inside. Little does he know the stone creature is actually a real, live goblin. By bringing it inside, Mario has just started a war with all of its hideous goblin friends!"
